title,links
"""Ab initio"" models of galaxy formation: successes and open problems",https://arxiv.org/abs/1411.0869
Quadratic Stochastic Operators: Results and Open Problems,https://arxiv.org/abs/math/0605781
Symmetry and colorings: Some results and open problems,https://arxiv.org/abs/2202.10663
Some Open Problems in Combinatorial Physics,https://arxiv.org/abs/2402.18442
Concept of a veritable osp(1$|$2) super-triangle sum rule with 6-$j^S$ symbols from intrinsic operator techniques: an open problem,https://arxiv.org/abs/2409.19768
Solutions to open problems in Neeb's recent survey on infinite-dimensional Lie groups,https://arxiv.org/abs/2307.08777
A Short Note on some open problems in the geometry of operator ideals,https://arxiv.org/abs/1506.06852
An open problem in complex analytic geometry arising in harmonic analysis,https://arxiv.org/abs/1509.08224
Algorithmic Semi-algebraic Geometry and Topology -- Recent Progress and Open Problems,https://arxiv.org/abs/math/0505504
Some Open Problems in Quantum Information Theory,https://arxiv.org/abs/cond-mat/9710277
Open Problems in Algebraic Statistics,https://arxiv.org/abs/1706.09618
On Two of Erdös's Open Problems,https://arxiv.org/abs/2510.11908
Some Properties of and Open Problems on Hessian Nilpotent Polynomials,https://arxiv.org/abs/2105.07755
XXX Spin Chain: from Bethe Solution to Open Problems,https://arxiv.org/abs/1610.07956
Basic kinetic wealth-exchange models: common features and open problems,https://arxiv.org/abs/1904.10401
Selection Principles and special sets of reals: Open problems,https://arxiv.org/abs/1204.6447
"Unfolding the Labyrinth: Open Problems in Mathematics, Physics, Astrophysics, and Other Areas of Science",https://arxiv.org/abs/1212.0220
Open Problems in Hydrodynamical Approach to Relativistic Heavy Ion Collisions,https://arxiv.org/abs/1104.5183
Three open problems in analysis,https://arxiv.org/abs/1203.2670
Confinement of color: open problems and perspectives,https://arxiv.org/abs/0810.2673
Noncommutative spectral geometry of Riemannian foliations: some results and open problems,https://arxiv.org/abs/1109.0695
"Electrostatic models for zeros of polynomials: old, new, and some open problems",https://arxiv.org/abs/1808.10227
The true prosoluble completion of a group: examples and open problems,https://arxiv.org/abs/1905.00655
Euclidean random matrices: solved and open problems,https://arxiv.org/abs/1906.04827
"Slices of Brownian Sheet: New Results, and Open Problems",https://arxiv.org/abs/1304.1182
Confinement in QCD: Results and Open Problems,https://arxiv.org/abs/2402.15669
Spin-density-functional theory: some open problems and application to inhomogeneous Heisenberg models,https://arxiv.org/abs/2512.06386
Some Open Problems in Quantum Information Theory,https://arxiv.org/abs/gr-qc/9306025
Four nucleon systems : a zoom to the open problems in nuclear interaction,https://arxiv.org/abs/2409.18589
Open Problems in Heavy Quarkonium Physics,https://arxiv.org/abs/2108.06684
Selected results and open problems in a semiclassical theory of dense matter,https://arxiv.org/abs/2512.17285
The Hidden Subgroup Problem - Review and Open Problems,https://arxiv.org/abs/quant-ph/0504166
Minor summation formula and a proof of Stanley's open problem,https://arxiv.org/abs/1401.3793
Selection principles in mathematics: A milestone of open problems,https://arxiv.org/abs/alg-geom/9404001
Resolution of Some Open Problems Concerning Multiple Zeta Evaluations of Arbitrary Depth,https://arxiv.org/abs/1305.0544
"Pole solutions in the case of problems of flame front propagation and Saffman-Teylor ""finger"" formation without surface tension: open problems and possible ways of their solutions",https://arxiv.org/abs/2602.05394
Some results and open problems in research on low dimensional organic conductors,https://arxiv.org/abs/1607.05819
Open problems in forward-backward multiplicity correlations in hadron-hadron collisions in the TeV region,https://arxiv.org/abs/0904.3855
Doubly-Special Relativity: First Results and Key Open Problems,https://arxiv.org/abs/nucl-th/0602007
Open problems on GKK tau-matrices,https://arxiv.org/abs/2106.12065
"(e,e'N) and (e,e'NN) experiments at NIKHEF, Mainz and JLab and open problems in one- and two-nucleon emission",https://arxiv.org/abs/math/0004020
Brane Supersymmetry Breaking and the Cosmological Constant: Open Problems,https://arxiv.org/abs/2508.11423
Open problems for the superKdV equations,https://arxiv.org/abs/2005.02816
The Hamiltonian Seifert Conjecture: Examples and Open Problems,https://arxiv.org/abs/1811.11580
Zero-Temperature Dynamics of Ising Spin Systems Following a Deep Quench: Results and Open Problems,https://arxiv.org/abs/2110.09638
Recent results and open problems on the hydrodynamics of disordered asymmetric exclusion and zero-range processes,https://arxiv.org/abs/2312.14278
Twenty Open Problems in Enumeration of Matchings: Progress Report,https://arxiv.org/abs/2512.24118
Twenty Open Problems in Enumeration of Matchings,https://arxiv.org/abs/1702.02205
"Non-Supersymmetric (but) Extreme Black Holes, Scalar Hair and Other Open Problems",https://arxiv.org/abs/math/0504517
Open problems on open algebraic varieties,https://arxiv.org/abs/1604.07305
Vector bundles on curves and generalized theta functions: recent results and open problems,https://arxiv.org/abs/1910.05844
A note on the convergence of RED algorithms under minimal hypotheses and open questions,https://arxiv.org/abs/1702.01251
"A short tour of operator learning theory: Convergence rates, statistical limits, and open questions",https://arxiv.org/abs/2107.09542
"Pulsars and Millisecond Pulsars I: Advancements, Open Questions and finding Gaps via statistical insights",https://arxiv.org/abs/1511.00270
Linear Systems and Eigenvalue Problems: Open Questions from a Simons Workshop,https://arxiv.org/abs/math/0312182
Neutrino production mechanisms in strongly magnetized quark matter: Current status and open questions,https://arxiv.org/abs/2406.13888
Open Questions in Massive Star Research across Cosmic Scales,https://arxiv.org/abs/1107.4876
"Understanding Solar Flares and Energetic Events: Open questions, observational requirements, and instrumental needs over the coming decade",https://arxiv.org/abs/1308.5797
Model theory of tame valued fields and beyond: recent developments and open questions,https://arxiv.org/abs/1212.4559
Börgers's Open Question Resolved,https://arxiv.org/abs/1701.00519
On Brezis-Nirenberg problems: open questions and new results in dimension six,https://arxiv.org/abs/math/0410119
Open Questions about Time and Self-reference in Living Systems,https://arxiv.org/abs/1408.0142
Some open questions and conjectures about visibility and iteration in bounded convex domains in $\mathbb C^N$,https://arxiv.org/abs/2201.03899
An open question for $d$-tilting bundles on Geigle-Lenzing projective spaces,https://arxiv.org/abs/2301.05284
Results and open questions on the boundary control of moving sets,https://arxiv.org/abs/1305.4623
Open questions on defining and computing the vapour-liquid surface tension by virial and test transformation approaches,https://arxiv.org/abs/2105.01339
Open Questions and Future Directions in Titan Science,https://arxiv.org/abs/2204.01097
Open questions of BSM Cosmology,https://arxiv.org/abs/2311.06706
The one-shot problem: Solution to an open question of finite-fuel singular control with discretionary stopping,https://arxiv.org/abs/1908.04880
Open questions for strongly interacting Fermi gases with zero-range interactions,https://arxiv.org/abs/1606.04493
Neutrino theory: open questions and future opportunities,https://arxiv.org/abs/math/0405428
Opportunities and open questions in modern $β$ decay,https://arxiv.org/abs/1705.07444
The Future of Primordial Black Holes: Open Questions and Roadmap,https://arxiv.org/abs/2601.15576
Ultra-Dense Cell-Free Massive MIMO for 6G: Technical Overview and Open Questions,https://arxiv.org/abs/2011.02202
On two open questions for extension bundles,https://arxiv.org/abs/2205.01143
Ductile-to-brittle transition and yielding in soft amorphous materials: perspectives and open questions,https://arxiv.org/abs/0903.3378
"Everything You Always Wanted to Know About How Causal Set Theory Can Help with Open Questions in Cosmology, but Were Afraid to Ask",https://arxiv.org/abs/2509.06989
Answering open questions in biology using spatial genomics and structured methods,https://arxiv.org/abs/1812.03057
Stellar model calibrations with the Ai Phe binary system. Open questions about the robustness of the fit,https://arxiv.org/abs/1803.06194
"Heavy flavors and quarkonia: highlights, open questions, and perspectives",https://arxiv.org/abs/1511.00359
Electromagnetic probes in heavy-ion collisions: progress and open questions,https://arxiv.org/abs/1406.3558
Open questions in descriptive set theory and dynamical systems,https://arxiv.org/abs/2009.09410
Concrete examples of the rate of convergence of Chernoff approximations: numerical results for the heat semigroup and open questions on them (with appendix: full list of pictures and Python code),https://arxiv.org/abs/1003.2328
The Branch-Cut Cosmology: evidences and open questions,https://arxiv.org/abs/math/0602151
Progress in Nuclear Astrophysics: a multi-disciplinary field with still many open questions,https://arxiv.org/abs/1902.10093
A survey of open questions in adaptive therapy: bridging mathematics and clinical translation,https://arxiv.org/abs/0908.4009
Open questions in massive star research,https://arxiv.org/abs/1609.03119
"On the $(s,r)$-contractive multi-valued operator and affirmative answer to an open question",https://arxiv.org/abs/nlin/0306038
Open questions asked to analysis and numerics concerning the Hausdorff moment problem,https://arxiv.org/abs/math/0512242
"New results and open questions for SIR-PH epidemic models with linear birth rate, loss of immunity, vaccination, and disease and vaccination fatalities",https://arxiv.org/abs/0911.2206
An answer to an open question in the incremental SVD,https://arxiv.org/abs/2009.05870
Some open questions in axion theory,https://arxiv.org/abs/1605.01722
Exchange Bias and Interface-related Effects in Two-dimensional van der Waals Magnetic Heterostructures: Open Questions and Perspectives,https://arxiv.org/abs/2411.10046
Higher rank Brill-Noether theory and coherent systems: Open questions,https://arxiv.org/abs/1506.08655
Some Open Questions in Quiver Gauge Theory,https://arxiv.org/abs/2302.10241
Polycyclic Codes Associated with Trinomials: Good Codes and Open Questions,https://arxiv.org/abs/1006.2668
25 open questions about vector bundles and their moduli,https://arxiv.org/abs/1905.00382
Some open questions on morphological operators and representations in the deep learning era,https://arxiv.org/abs/2007.09326
Notes on open questions within density functional theory (existence of a derivative of the Lieb functional in a restricted sense and non-interacting $v$-representability),https://arxiv.org/abs/1512.02975
Answer to an open question concerning the $1/e$-strategy for best choice under no information,https://arxiv.org/abs/2504.20539
Subsums of Null Sequences: A Survey and Open Questions,https://arxiv.org/abs/hep-lat/0510065
Mapping current and activity fluctuations in exclusion processes: consequences and open questions,https://arxiv.org/abs/2507.20062
Conjectures and Open Questions on the Structure and Regularity of Spaces with Lower Ricci Curvature Bounds,https://arxiv.org/abs/hep-ph/0201068
On an open question in recovering Sturm-Liouville-type operators with delay,https://arxiv.org/abs/0810.5169
"An update on Weihrauch complexity, and some open questions",https://arxiv.org/abs/cs/0703025
The Interiors of Uranus and Neptune: Current Understanding and Open Questions,https://arxiv.org/abs/2406.00790
Open Questions on Nonequilibrium Thermodynamics of Chemical Reaction Networks,https://arxiv.org/abs/1505.06999
20 open questions about deformations of compactifiable manifolds,https://arxiv.org/abs/2304.14397
Toward epidemic thresholds on temporal networks: a review and open questions,https://arxiv.org/abs/2305.10290
Input-to-state stability of infinite-dimensional systems: recent results and open questions,https://arxiv.org/abs/2305.00248
"Using GANs for Sharing Networked Time Series Data: Challenges, Initial Promise, and Open Questions",https://arxiv.org/abs/1903.06714
Kinetic plasma turbulence: recent insights and open questions from 3D3V simulations,https://arxiv.org/abs/1210.0835
Answering an open question in fuzzy metric spaces,https://arxiv.org/abs/2509.20790
Free boundary minimal surfaces in the unit ball : recent advances and open questions,https://arxiv.org/abs/math/0010143
Monetary Stabilization in Cryptocurrencies - Design Approaches and Open Questions,https://arxiv.org/abs/2604.24021
NLS ground states on metric trees: existence results and open questions,https://arxiv.org/abs/0707.4558
The Higgs program and open questions in particle physics and cosmology,https://arxiv.org/abs/2104.07764
"High Open-Circuit Voltages in Lead-Halide Perovskite Solar Cells - Experiment, Theory and Open Questions",https://arxiv.org/abs/2403.08485
Open Questions in Cosmic-Ray Research at Ultrahigh Energies,https://arxiv.org/abs/2210.12062
On an open question of Ricceri concerning a Kirchhoff-type problem,https://arxiv.org/abs/alg-geom/9506006
"Factorization Results for Left Polynomials in Some Associative Real Algebras: State of the Art, Applications, and Open Questions",https://arxiv.org/abs/1509.03054
"The Planes of Satellite Galaxies Problem, Suggested Solutions, and Open Questions",https://arxiv.org/abs/1110.1144
Globular Cluster Formation and Evolution in the Context of Cosmological Galaxy Assembly: Open Questions,https://arxiv.org/abs/1709.05880
Group actions on 1-manifolds: a list of very concrete open questions,https://arxiv.org/abs/2211.09153
Open Questions in the Understanding of Strangeness Production in HIC -- Experiment Perspective,https://arxiv.org/abs/1709.01670
Open questions on the impact of an inflated ball,https://arxiv.org/abs/1612.00862
Inverse Relations in Shapiro's Open Questions,https://arxiv.org/abs/1506.01863
A max-type recursive model: some properties and open questions,https://arxiv.org/abs/2108.05167
QM2017: Status and Key open Questions in Ultra-Relativistic Heavy-Ion Physics,https://arxiv.org/abs/1103.1537
Beam energy scan theory: Status and open questions,https://arxiv.org/abs/math/0510518
Recent advances and open questions on the susy structure of the chiral de Rham Complex,https://arxiv.org/abs/2109.06917
The Diffuse Light of the Universe - On the microwave background before and after its discovery: open questions,https://arxiv.org/abs/1309.2682
Crystal Nucleation in Liquids: Open Questions and Future Challenges in Molecular Dynamics Simulations,https://arxiv.org/abs/2206.04127
Multi-D magnetohydrodynamic modelling of pulsar wind nebulae: recent progress and open questions,https://arxiv.org/abs/math/9201271
Infinite dimensional moment problem: open questions and applications,https://arxiv.org/abs/1507.05308
A short proof of Minkowski's second theorem and its application to some open questions,https://arxiv.org/abs/1202.4842
Open Questions for operators related to Rectangular Catalan Combinatorics,https://arxiv.org/abs/1312.1281
Open Questions On Nuclear Collective Motion,https://arxiv.org/abs/1405.7308
Some open questions in analysis for Dirichlet series,https://arxiv.org/abs/2111.06721
"The origin and evolution of transition discs: successes, problems and open questions",https://arxiv.org/abs/0805.4137
Dynamical criticality: overview and open questions,https://arxiv.org/abs/0802.1912
On an Open Question Concerning Product-Type Difference Equations,https://arxiv.org/abs/2304.10570
A geometric answer to an open question of singular control with stopping,https://arxiv.org/abs/1103.2291
Massive Stars: Some open questions and the role of Multi-object spectroscopy,https://arxiv.org/abs/0903.5034
Some open questions on arithmetic Zariski pairs,https://arxiv.org/abs/math/0702533
Open questions about Ramsey-type statements in reverse mathematics,https://arxiv.org/abs/1205.4376
Braking index of isolated pulsars: open questions and ways forward,https://arxiv.org/abs/1004.3259
Recent Advances and Open Questions in Neutrino-induced Quasi-elastic Scattering and Single Photon Production,https://arxiv.org/abs/1406.1949
Current Open Questions in Complete Mixability,https://arxiv.org/abs/2101.08469
Recent results and open questions on collective type phenomena from A-A to pp collisions,https://arxiv.org/abs/1907.08768
Some open questions in hydrodynamics,https://arxiv.org/abs/2401.03898
What Regulates Galaxy Evolution? Open Questions in Our Understanding of Galaxy Formation and Evolution,https://arxiv.org/abs/2309.01909
"Open questions on prominences from coordinated observations by IRIS, Hinode, SDO/AIA, THEMIS, and the Meudon/MSDP",https://arxiv.org/abs/1102.1572
Progress and open questions in the physics of neutrino cross sections,https://arxiv.org/abs/hep-ph/0409249
Gamma-ray emitting narrow-line Seyfert 1 galaxies. New discoveries and open questions,https://arxiv.org/abs/1705.02646
Nuclei of Seyfert galaxies and QSOs - Central engine and conditions of star formation. Workshop summary and open questions,https://arxiv.org/abs/2303.00699
Relativistic jets in narrow-line Seyfert 1 galaxies. New discoveries and open questions,https://arxiv.org/abs/1204.4395
Four open questions in massive star evolution,https://arxiv.org/abs/0801.1919
On some open questions in bilinear quantum control,https://arxiv.org/abs/1308.5417
Initial state fluctuations and final state correlations: Status and open questions,https://arxiv.org/abs/hep-ph/0311114
Open questions in QCD at high parton density,https://arxiv.org/abs/1712.06462
Combinatorial identities related to eigenfunction decompositions of Hill operators: Open Questions,https://arxiv.org/abs/1603.05733
Some open questions on anti-de Sitter geometry,https://arxiv.org/abs/1807.08246
Structure and dynamics of reentrant nematics: Any open questions after almost 40 years?,https://arxiv.org/abs/1407.8366
Polar Broad Absorption Line Quasars: An Open Question,https://arxiv.org/abs/1812.11867
Open Questions in GRB Physics,https://arxiv.org/abs/1409.2823
Some open questions in TDDFT: Clues from Lattice Models and Kadanoff-Baym Dynamics,https://arxiv.org/abs/2511.02892
Collective Phenomena in the LiHo_xY_{1-x}F4 Quantum Ising Magnet: Recent Progress and Open Questions,https://arxiv.org/abs/2511.18828
Observations and Open Questions in Beam-Beam Interaction,https://arxiv.org/abs/2307.09967
Observational properties of diffuse radio sources in Galaxy Clusters. Current knowledge and open questions,https://arxiv.org/abs/quant-ph/9910036
Seminar Notes on Open Questions in Iwasawa Theory - SNOQIT I: The $Λ[ G ]$-modules of Iwasawa theory II: Units and Kummer theory in Iwasawa extensions,https://arxiv.org/abs/2411.04301
The basic open question of classical electrodynamics,https://arxiv.org/abs/1607.06196
A metal-insulator transition in 2D: Established facts and open questions,https://arxiv.org/abs/2006.08535
Some open questions concerning biological growth,https://arxiv.org/abs/cond-mat/0701491
Group actions on 4-manifolds: some recent results and open questions,https://arxiv.org/abs/1908.10195
"Stellar models: firm evidence, open questions and future developments",https://arxiv.org/abs/1901.04450
Open Questions regarding the Arrow of Time,https://arxiv.org/abs/2003.03776
"An Experimental Mathematics Perspective on the Old, and still Open, Question of When To Stop?",https://arxiv.org/abs/hep-th/9705095
"Normals, subnormals and an open question",https://arxiv.org/abs/math/9801060
The formation and evolution of early-type galaxies : solid results and open questions,https://arxiv.org/abs/astro-ph/0405100
Extra extension properties of equidimensional holomorphic mappings: results and open questions,https://arxiv.org/abs/1609.09842
Exact results and open questions in first principle functional RG,https://arxiv.org/abs/cond-mat/0506167
"Some open questions in ""wave chaos""",https://arxiv.org/abs/1201.5156
An open question: Are topological arguments helpful in setting initial conditions for transport problems and quantization criteria/ quantum computing for Density Wave physics?,https://arxiv.org/abs/1408.3457
Open questions in quarkonium and electromagnetic probes,https://arxiv.org/abs/0911.4460
Recent progress and open questions on the numerical index of Banach spaces,https://arxiv.org/abs/1401.7443
Singularity Theorems in General Relativity: Achievements and Open Questions,https://arxiv.org/abs/physics/9908053
Open questions and perspectives for hadron electromagnetic form factors in space-like and time-like regions,https://arxiv.org/abs/1505.00355
Hadronic production of eta--mesons: recent results and open questions,https://arxiv.org/abs/1512.03038
Basic Properties of Strong Mixing Conditions. A Survey and Some Open Questions,https://arxiv.org/abs/2502.01336
"Some open questions about symplectic 4-manifolds, singular plane curves, and braid group factorizations",https://arxiv.org/abs/1701.05992
Neutrino-nucleus interactions: open questions and future projects,https://arxiv.org/abs/2503.16259
(Two) Open Questions in Stellar Nuclear Physics,https://arxiv.org/abs/2206.06472
Open Questions Related to Bose-Einstein Correlations in e+ e- --> Hadrons,https://arxiv.org/abs/cond-mat/9911353
Observational Cosmology: caveats and open questions in the standard model,https://arxiv.org/abs/1606.07891
Open Questions in Stellar Helium Burning Addressed With Real Photons,https://arxiv.org/abs/1604.06280
"Open Questions in CMR Manganites, Relevance of Clustered States, and Analogies with other Compounds",https://arxiv.org/abs/2007.10783
Open Questions in High Energy Spin Physics,https://arxiv.org/abs/2104.09324
"A Nonequilibrium Statistical Ensemble Formalism. Maxent-Nesom: Concepts, Construction, Application, Open Questions and Criticisms",https://arxiv.org/abs/2108.08169
String Theory on AdS3: Some Open Questions,https://arxiv.org/abs/2410.20866
Quo Vadis Strangeness? Strangeness - Open Questions,https://arxiv.org/abs/2205.03700
Highlights and Open Questions from ZEUS,https://arxiv.org/abs/2108.13845
Twenty Open Questions in Supersymmetric Particle Physics,https://arxiv.org/abs/2411.17718
Open Questions in Charm Decays Deserving an Answer,https://arxiv.org/abs/cond-mat/0004231
Soft Physics and Intermittency: Open Question(s) in Krakow,https://arxiv.org/abs/0901.3356
Open Questions in Classical Gravity,https://arxiv.org/abs/2006.10940
Current Unsolved Problems in Planetary Nebulae Research,https://arxiv.org/abs/1904.08752
The Lyapin's notebook: a collection of unsolved problems in Semigroup Theory,https://arxiv.org/abs/2405.11510
Problems 66 and 67 on sums of residue classes and primes of András Sárközy's collection of unsolved problems,https://arxiv.org/abs/2505.15351
"Unsolved problems on joinings, multiple mixing, spectrum, and rank",https://arxiv.org/abs/2312.03907
Unsolved Problems in Spectral Graph Theory,https://arxiv.org/abs/2009.02636
"The cosmological constant, dark matter, supersymmetry, and other unsolved problems from a fresh perspective",https://arxiv.org/abs/2404.02236
"Infrared tip-tilt sensing: on-sky experience, lessons learned and unsolved problems",https://arxiv.org/abs/1811.03014
Morikawa's Unsolved Problem,https://arxiv.org/abs/2305.12259
"QCD, from its inception to its stubbornly unsolved problems",https://arxiv.org/abs/2405.03641
Light chemical elements in stars: mysteries and unsolved problems,https://arxiv.org/abs/1411.6190
Solved and unsolved problems about abelian squares,https://arxiv.org/abs/2411.16284
On Two Unsolved Problems Concerning Matching Covered Graphs,https://arxiv.org/abs/2408.14269
"On solutions of some of unsolved problems in number theory, specifically on the distribution of primes",https://arxiv.org/abs/math/0312390
Pulsar Electrodynamics: an unsolved problem,https://arxiv.org/abs/1507.08425
Unsolved Problems in Virtual Knot Theory and Combinatorial Knot Theory,https://arxiv.org/abs/2005.01643
Quantum Models for Psychological Measurements: An Unsolved Problem,https://arxiv.org/abs/1012.1224
Three unsolved problems in physics of Pc1 magnetospheric waves,https://arxiv.org/abs/2312.07591
Unsolved Problems in Group Theory. The Kourovka Notebook,https://arxiv.org/abs/math/0310061
Solved and unsolved problems in generalized notions of amenability for Banach algebras,https://arxiv.org/abs/2109.11299
"Partitions with Distinct Multiplicities of Parts: On An ""Unsolved Problem"" Posed By Herbert Wilf",https://arxiv.org/abs/1905.11905
Unsolved problems in particle physics,https://arxiv.org/abs/1102.5727
Some unsolved problems on cycles,https://arxiv.org/abs/0811.2175
"Unsolved Problems in Visibility Graphs of Points, Segments and Polygons",https://arxiv.org/abs/2406.04492
Hamiltonian formulation of General Relativity 50 years after the Dirac celebrated paper: do unsolved problems still exist?,https://arxiv.org/abs/1901.02616
Unsolvable problems about higher-dimensional knots and related groups,https://arxiv.org/abs/1701.07963
Unsolved problems in ordered and orderable groups,https://arxiv.org/abs/2409.11285
Unsolved Problems about Supernovae,https://arxiv.org/abs/1504.01997
Sequences of Numbers Involved in Unsolved Problems,https://arxiv.org/abs/math/0408204
Can quantum computing solve classically unsolvable problems?,https://arxiv.org/abs/2601.00373
Virtual Knot Theory --Unsolved Problems,https://arxiv.org/abs/1707.06590
Thirty-Six Unsolved Problems in Number Theory,https://arxiv.org/abs/1506.04780
A Personal List of Unsolved Problems Concerning Lattice Gases and Antiferromagnetic Potts Models,https://arxiv.org/abs/1910.01714
A realist view of the electron: recent advances and unsolved problems,https://arxiv.org/abs/math/0609238
The 1999 Heineman Prize Address- Integrable models in statistical mechanics: The hidden field with unsolved problems,https://arxiv.org/abs/2403.19807
Exactly unsolved problems of interacting 1D fermions,https://arxiv.org/abs/2505.15826
An Optimal Support Function related to the strong openness conjecture,https://arxiv.org/abs/2506.13103
A note on an open conjecture in rational dynamical systems,https://arxiv.org/abs/2404.08518
A sharp effectiveness result of Demailly's strong openness conjecture,https://arxiv.org/abs/1806.01163
A global approximation result by Al Taylor and the strong openness conjecture in C^n,https://arxiv.org/abs/2401.02977
Estimation of weighted $L^2$ norm related to Demailly's Strong Openness Conjecture,https://arxiv.org/abs/1205.4273
The openness conjecture and complex Brunn-Minkowski inequalities,https://arxiv.org/abs/2411.14661
Effectiveness of Demailly's strong openness conjecture and related problems,https://arxiv.org/abs/2511.08400
Strong openness conjecture and related problems for plurisubharmonic functions,https://arxiv.org/abs/1003.2153
Strong openness conjecture for plurisubharmonic functions,https://arxiv.org/abs/2502.06050
The openness conjecture for plurisubharmonic functions,https://arxiv.org/abs/1705.04787
The openness conjecture for projective manifolds,https://arxiv.org/abs/2312.07754
An algebraic approach to the openness conjecture of Demailly and Kollar,https://arxiv.org/abs/1706.02288
Open Conjectures on Congruences,https://arxiv.org/abs/1412.8530
Vectored Route-length Minimization - A Heuristic and An Open Conjecture,https://arxiv.org/abs/1403.7247
Some problems and conjectures about $L^2$-invariants,https://arxiv.org/abs/1807.05640
Around the Gauss circle problem: Hardy's conjecture and the distribution of lattice points near circles,https://arxiv.org/abs/1312.5049
Twisted GGP Problems and Conjectures,https://arxiv.org/abs/1610.01659
Semigroups of rational functions: some problems and conjectures,https://arxiv.org/abs/2110.15458
On a general Syracuse problem with conjectures,https://arxiv.org/abs/2310.00776
3x + 1 Problem. Syracuse Conjecture,https://arxiv.org/abs/nucl-th/0502025
"The Erdős-Ulam problem, Lang's conjecture, and uniformity",https://arxiv.org/abs/1401.7158
"On the Erdös flat polynomials problem, Chowla conjecture and Riemann Hypothesis",https://arxiv.org/abs/1403.3654
"Theorems, Problems and Conjectures",https://arxiv.org/abs/quant-ph/0410201
Rationality problems and conjectures of Milnor and Bloch-Kato,https://arxiv.org/abs/2311.17830
Problems and Conjectures in Matrix and Operator Inequalities,https://arxiv.org/abs/2412.19338
A generalization of the Collatz problem and conjecture,https://arxiv.org/abs/2004.11299
"Problems and Conjectures presented at the Third International Conference on Permutation Patterns, University of Florida, March 7-11, 2005",https://arxiv.org/abs/0912.2717
List of Problems,https://arxiv.org/abs/0911.5252
A Grover search-based algorithm for the list coloring problem,https://arxiv.org/abs/2301.00183
A list of problems in Plane Geometry with simple statement that remain unsolved,https://arxiv.org/abs/1605.07477
Towards a dichotomy for the switch list homomorphism problem for signed graphs,https://arxiv.org/abs/2205.10163
List homomorphism problems for signed trees,https://arxiv.org/abs/2603.01957
"A List of Problems on the Reverse Mathematics of Ramsey Theory on the Rado Graph and on Infinite, Finitely Branching Trees",https://arxiv.org/abs/2311.14881
Vectorial solutions to list multicoloring problems on graphs,https://arxiv.org/abs/1202.4539
Problem list on Foliations and Diffeomorphism groups,https://arxiv.org/abs/1412.4294
Comparative Prime Number Theory Problem List,https://arxiv.org/abs/1907.07471
Moments of $L$-functions Problem List,https://arxiv.org/abs/2206.14431
Finding Structure in Sequences of Real Numbers via Graph Theory: a Problem List,https://arxiv.org/abs/1602.04607
Updates on Hirzebruch's 1954 Problem List,https://arxiv.org/abs/1207.5219
Numerical semigroups problem list,https://arxiv.org/abs/2204.05398
Holomorphic symplectic geometry: a problem list,https://arxiv.org/abs/1603.04476
The Several Complex Variables Problem List,https://arxiv.org/abs/1406.4475
Conformal dynamics problem list,https://arxiv.org/abs/1304.2590
Negative (and Positive) Circles in Signed Graphs: A Problem Collection,https://arxiv.org/abs/1804.07720
Negative Circles in Signed Graphs: A Problem Collection,https://arxiv.org/abs/2404.05549
"Problem collection from the IML programme: Graphs, Hypergraphs, and Computing",https://arxiv.org/abs/2509.19863
Drone-Aided Blood Collection Routing Problem: A Column Generation Approach,https://arxiv.org/abs/2501.12755
Reasoning within and between collective action problems,https://arxiv.org/abs/2111.06826
Solving the Integrated Bin Allocation and Collection Routing Problem for Municipal Solid Waste: a Benders Decomposition Approach,https://arxiv.org/abs/1901.01313
Exploring Progressions: A Collection of Problems,https://arxiv.org/abs/1705.09428
A Collection of Problems on Spectrally Bounded Operators,https://arxiv.org/abs/2006.03180
LIBOPT - An environment for testing solvers on heterogeneous collections of problems - Version 1.0,https://arxiv.org/abs/2307.15552
Conformally invariant scaling limits (an overview and a collection of problems),https://arxiv.org/abs/2005.00539
Oscar's Physics Phaire: A Collection of Problems,https://arxiv.org/abs/2410.00416
GAGTA 2023 Problem Session,https://arxiv.org/abs/2603.03225
Combinatorial and Additive Number Theory Problem Sessions: '09--'25,https://arxiv.org/abs/1006.3304
"Algebraic Topology (Hanoi, August 2004): The problem session",https://arxiv.org/abs/1403.0013
"Problems for the problem session of Workshop ""Affine Algebraic Geometry"", Oberwolfach, January 7--14, 2007",https://arxiv.org/abs/2504.04845
Problems for problem session,https://arxiv.org/abs/1112.4515
Solving a Research Problem in Mathematical Statistics with AI Assistance,https://arxiv.org/abs/2201.05747
Research problems on relations between Nijenhuis geometry and integrable systems,https://arxiv.org/abs/1511.08080
Grothendieck's inequality and completely correlation preserving functions -- a summary of recent results and an indication of related research problems,https://arxiv.org/abs/hep-ph/0606161
"A Survey on LoRa Networking: Research Problems, Current Solutions and Open Issues",https://arxiv.org/abs/1501.03318
Beyond the Leaderboard: Insight and Deployment Challenges to Address Research Problems,https://arxiv.org/abs/1407.2380
Research Problems in Function Theory (New Edition),https://arxiv.org/abs/2511.18217
Additive Combinatorics: A Menu of Research Problems,https://arxiv.org/abs/1003.1172
Cyber-Physical Attacks on UAS Networks- Challenges and Open Research Problems,https://arxiv.org/abs/2108.04241
Research problem: The completion number of a graph,https://arxiv.org/abs/1408.6713
Cowen-Douglas operators and the third of Halmos' ten problems,https://arxiv.org/abs/0708.1902
A few problems on monodromy and discriminants,https://arxiv.org/abs/1708.01282
