source,source_id,title,url,year,phrase,extra,original_url,target_url,target_kind,tier,priority_reason,resolver_status,resolver_detail,resolver_candidates
crossref,10.1063/1.2815211,<i>Open Questions in Quantum Physics</i>,https://doi.org/10.1063/1.2815211,1986.0,open questions,container=Physics Today | subjects=nan,https://doi.org/10.1063/1.2815211,https://doi.org/10.1063/1.2815211,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1063/1.2815211""]"
crossref,10.4337/clpd.2018.04.02,Antitrust Damages Actions - Experiences and Open Questions,https://doi.org/10.4337/clpd.2018.04.02,2018.0,open questions,container=Competition Law &amp; Policy Debate | subjects=nan,https://doi.org/10.4337/clpd.2018.04.02,https://doi.org/10.4337/clpd.2018.04.02,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.4337/clpd.2018.04.02""]"
crossref,10.1016/b978-0-12-821936-2.00015-7,Open-ended questions in sensory testing practice,https://doi.org/10.1016/b978-0-12-821936-2.00015-7,2023.0,open questions,container=Rapid Sensory Profiling Techniques | subjects=nan,https://doi.org/10.1016/b978-0-12-821936-2.00015-7,https://doi.org/10.1016/b978-0-12-821936-2.00015-7,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1016/b978-0-12-821936-2.00015-7""]"
crossref,10.1007/s41939-017-0006-4,Multiscale modeling: recent progress and open questions,https://doi.org/10.1007/s41939-017-0006-4,2018.0,open questions,"container=Multiscale and Multidisciplinary Modeling, Experiments and Design | subjects=nan",https://doi.org/10.1007/s41939-017-0006-4,https://doi.org/10.1007/s41939-017-0006-4,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1007/s41939-017-0006-4""]"
crossref,10.1080/03605310701397057,Open Questions in the Ethics of Convergence,https://doi.org/10.1080/03605310701397057,2007.0,open questions,container=Journal of Medicine and Philosophy | subjects=nan,https://doi.org/10.1080/03605310701397057,https://doi.org/10.1080/03605310701397057,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1080/03605310701397057""]"
crossref,10.1145/3626232.3655997,"Malware Research: History, Milestones, and Open Questions",https://doi.org/10.1145/3626232.3655997,2024.0,open questions,container=Proceedings of the Fourteenth ACM Conference on Data and Application Security and Privacy | subjects=nan,https://doi.org/10.1145/3626232.3655997,https://doi.org/10.1145/3626232.3655997,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1145/3626232.3655997""]"
crossref,10.1037/0000297-006,Exercise 4. Reflections and open-ended questions.,https://doi.org/10.1037/0000297-006,2022.0,open questions,container=Deliberate practice in motivational interviewing. | subjects=nan,https://doi.org/10.1037/0000297-006,https://doi.org/10.1037/0000297-006,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1037/0000297-006""]"
crossref,10.1186/1741-7007-11-118,Open questions: some unresolved issues in biodiversity,https://doi.org/10.1186/1741-7007-11-118,2013.0,open questions,container=BMC Biology | subjects=nan,https://doi.org/10.1186/1741-7007-11-118,https://doi.org/10.1186/1741-7007-11-118,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1186/1741-7007-11-118""]"
crossref,10.1016/s2468-0133(23)00084-0,Eight Key Open Questions in Ocean Engineering,https://doi.org/10.1016/s2468-0133(23)00084-0,2023.0,open questions,container=Journal of Ocean Engineering and Science | subjects=nan,https://doi.org/10.1016/s2468-0133(23)00084-0,https://doi.org/10.1016/s2468-0133(23)00084-0,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1016/s2468-0133(23)00084-0""]"
crossref,10.1515/9781575063584-012,Wooden Carvings of Ebla: Some Open Questions,https://doi.org/10.1515/9781575063584-012,2015.0,open questions,container=Tradition and Innovation in the Ancient Near East | subjects=nan,https://doi.org/10.1515/9781575063584-012,https://doi.org/10.1515/9781575063584-012,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1515/9781575063584-012""]"
crossref,10.1017/9781009026611.014,Open Questions about Mechanism Design in Cryptoeconomics,https://doi.org/10.1017/9781009026611.014,2023.0,open questions,container=Cryptoeconomics | subjects=nan,https://doi.org/10.1017/9781009026611.014,https://doi.org/10.1017/9781009026611.014,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1017/9781009026611.014""]"
crossref,10.31234/osf.io/su7ch_v2,Psychedelics and autobiographical memory – Six open questions,https://doi.org/10.31234/osf.io/su7ch_v2,2025.0,open questions,container=nan | subjects=nan,https://doi.org/10.31234/osf.io/su7ch_v2,https://doi.org/10.31234/osf.io/su7ch_v2,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.31234/osf.io/su7ch_v2""]"
crossref,10.5194/epsc2021-851,Open questions in lunar science (invited talk),https://doi.org/10.5194/epsc2021-851,2024.0,open questions,container=nan | subjects=nan,https://doi.org/10.5194/epsc2021-851,https://doi.org/10.5194/epsc2021-851,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.5194/epsc2021-851""]"
crossref,10.1007/978-3-642-04128-0_1,Some Open Questions Related to Cuckoo Hashing,https://doi.org/10.1007/978-3-642-04128-0_1,2009.0,open questions,container=Lecture Notes in Computer Science | subjects=nan,https://doi.org/10.1007/978-3-642-04128-0_1,https://doi.org/10.1007/978-3-642-04128-0_1,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1007/978-3-642-04128-0_1""]"
crossref,10.1098/rsob.200074,Introducing ‘ <i>Open Questions</i> ’ article type,https://doi.org/10.1098/rsob.200074,2020.0,open questions,container=Open Biology | subjects=nan,https://doi.org/10.1098/rsob.200074,https://doi.org/10.1098/rsob.200074,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1098/rsob.200074""]"
crossref,10.2307/3149492,Are Open-Ended Questions Worth the Effort?,https://doi.org/10.2307/3149492,1965.0,open questions,container=Journal of Marketing Research | subjects=nan,https://doi.org/10.2307/3149492,https://doi.org/10.2307/3149492,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.2307/3149492""]"
crossref,10.4324/9780429437243-21,Use Open-Ended Questions for Sensitive Topics,https://doi.org/10.4324/9780429437243-21,2019.0,open questions,container=The Clinical Interview | subjects=nan,https://doi.org/10.4324/9780429437243-21,https://doi.org/10.4324/9780429437243-21,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.4324/9780429437243-21""]"
crossref,10.1007/3-540-45748-8_4,Routing Algorithms for DHTs: Some Open Questions,https://doi.org/10.1007/3-540-45748-8_4,2002.0,open questions,container=Lecture Notes in Computer Science | subjects=nan,https://doi.org/10.1007/3-540-45748-8_4,https://doi.org/10.1007/3-540-45748-8_4,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1007/3-540-45748-8_4""]"
crossref,10.1063/1.2973562,The HI—Star Formation Connection: Open Questions,https://doi.org/10.1063/1.2973562,2008.0,open questions,container=AIP Conference Proceedings | subjects=nan,https://doi.org/10.1063/1.2973562,https://doi.org/10.1063/1.2973562,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1063/1.2973562""]"
crossref,10.1146/annurev.pp.43.060192.001545,Open Questions about Sulfur Metabolism in Plants,https://doi.org/10.1146/annurev.pp.43.060192.001545,1992.0,open questions,container=Annual Review of Plant Physiology and Plant Molecular Biology | subjects=nan,https://doi.org/10.1146/annurev.pp.43.060192.001545,https://doi.org/10.1146/annurev.pp.43.060192.001545,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1146/annurev.pp.43.060192.001545""]"
crossref,10.1007/978-3-642-33155-8_5,Event-Based Gateways: Open Questions and Inconsistencies,https://doi.org/10.1007/978-3-642-33155-8_5,2012.0,open questions,container=Lecture Notes in Business Information Processing | subjects=nan,https://doi.org/10.1007/978-3-642-33155-8_5,https://doi.org/10.1007/978-3-642-33155-8_5,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1007/978-3-642-33155-8_5""]"
crossref,10.5005/jp-journals-11005-0027,Open Questions over the COVID-19 Pandemic,https://doi.org/10.5005/jp-journals-11005-0027,2023.0,open questions,"container=Science, Art and Religion | subjects=nan",https://doi.org/10.5005/jp-journals-11005-0027,https://doi.org/10.5005/jp-journals-11005-0027,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.5005/jp-journals-11005-0027""]"
crossref,10.1093/jxb/erad110,Open questions in plant cell wall synthesis,https://doi.org/10.1093/jxb/erad110,2023.0,open questions,container=Journal of Experimental Botany | subjects=nan,https://doi.org/10.1093/jxb/erad110,https://doi.org/10.1093/jxb/erad110,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1093/jxb/erad110""]"
crossref,10.1305/ndjfl/1093893711,On some open questions of B. Sobociński.,https://doi.org/10.1305/ndjfl/1093893711,1969.0,open questions,container=Notre Dame Journal of Formal Logic | subjects=nan,https://doi.org/10.1305/ndjfl/1093893711,https://doi.org/10.1305/ndjfl/1093893711,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1305/ndjfl/1093893711""]"
crossref,10.4135/9781412984393.n2,Keep Questions Closed or Open Them Up?,https://doi.org/10.4135/9781412984393.n2,2003.0,open questions,container=How to Ask Survey Questions | subjects=nan,https://doi.org/10.4135/9781412984393.n2,https://doi.org/10.4135/9781412984393.n2,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.4135/9781412984393.n2""]"
crossref,10.1007/978-3-642-59041-2_2,Open Questions in Neurocomputing for Earth Observation,https://doi.org/10.1007/978-3-642-59041-2_2,1997.0,open questions,container=Neurocomputation in Remote Sensing Data Analysis | subjects=nan,https://doi.org/10.1007/978-3-642-59041-2_2,https://doi.org/10.1007/978-3-642-59041-2_2,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1007/978-3-642-59041-2_2""]"
crossref,10.1002/ban.30761,Open‐ended questions conclude ED performance appraisal,https://doi.org/10.1002/ban.30761,2018.0,open questions,container=Board &amp; Administrator for Administrators Only | subjects=nan,https://doi.org/10.1002/ban.30761,https://doi.org/10.1002/ban.30761,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1002/ban.30761""]"
crossref,10.1007/s10797-025-09929-1,Targeting for poverty reduction: some open questions,https://doi.org/10.1007/s10797-025-09929-1,2025.0,open questions,container=International Tax and Public Finance | subjects=nan,https://doi.org/10.1007/s10797-025-09929-1,https://doi.org/10.1007/s10797-025-09929-1,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1007/s10797-025-09929-1""]"
crossref,10.1086/268378,Improving Coding Reliability for Open-Ended Questions,https://doi.org/10.1086/268378,1977.0,open questions,container=Public Opinion Quarterly | subjects=nan,https://doi.org/10.1086/268378,https://doi.org/10.1086/268378,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1086/268378""]"
crossref,10.1063/1.1805924,Open Questions in Stellar Nuclear Physics: I,https://doi.org/10.1063/1.1805924,2004.0,open questions,container=AIP Conference Proceedings | subjects=nan,https://doi.org/10.1063/1.1805924,https://doi.org/10.1063/1.1805924,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1063/1.1805924""]"
crossref,10.1086/265928,Closed Questions Sometimes More Valid Than Open,https://doi.org/10.1086/265928,1948.0,open questions,container=Public Opinion Quarterly | subjects=nan,https://doi.org/10.1086/265928,https://doi.org/10.1086/265928,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1086/265928""]"
crossref,10.1016/j.tree.2015.09.005,Open Questions on the Origin of Eukaryotes,https://doi.org/10.1016/j.tree.2015.09.005,2015.0,open questions,container=Trends in Ecology &amp; Evolution | subjects=nan,https://doi.org/10.1016/j.tree.2015.09.005,https://doi.org/10.1016/j.tree.2015.09.005,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1016/j.tree.2015.09.005""]"
crossref,10.1177/002224376500200413,Are Open-ended Questions Worth the Effort?,https://doi.org/10.1177/002224376500200413,1965.0,open questions,container=Journal of Marketing Research | subjects=nan,https://doi.org/10.1177/002224376500200413,https://doi.org/10.1177/002224376500200413,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1177/002224376500200413""]"
crossref,10.1515/hsz-2020-0182,DASH-type cryptochromes – solved and open questions,https://doi.org/10.1515/hsz-2020-0182,2020.0,open questions,container=Biological Chemistry | subjects=nan,https://doi.org/10.1515/hsz-2020-0182,https://doi.org/10.1515/hsz-2020-0182,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1515/hsz-2020-0182""]"
crossref,10.1201/9780203750490-29,Review of Workshop: Aims and Open Questions,https://doi.org/10.1201/9780203750490-29,2018.0,open questions,container=Interaction of Railway Vehicles with the Track and its Substructure | subjects=nan,https://doi.org/10.1201/9780203750490-29,https://doi.org/10.1201/9780203750490-29,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1201/9780203750490-29""]"
crossref,10.1108/eb002799,OPEN vs CLOSED QUESTIONS — A CLOSED QUESTION?,https://doi.org/10.1108/eb002799,1988.0,open questions,container=Managerial Auditing Journal | subjects=nan,https://doi.org/10.1108/eb002799,https://doi.org/10.1108/eb002799,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1108/eb002799""]"
crossref,10.5220/0009418002600267,Automatic Train Operation: History and Open Questions,https://doi.org/10.5220/0009418002600267,2020.0,open questions,container=Proceedings of the 6th International Conference on Vehicle Technology and Intelligent Transport Systems | subjects=nan,https://doi.org/10.5220/0009418002600267,https://doi.org/10.5220/0009418002600267,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.5220/0009418002600267""]"
crossref,10.4337/cpld.2018.04.02,Antitrust Damages Actions - Experiences and Open Questions,https://doi.org/10.4337/cpld.2018.04.02,2018.0,open questions,container=Competition Law &amp; Policy Debate | subjects=nan,https://doi.org/10.4337/cpld.2018.04.02,https://doi.org/10.4337/cpld.2018.04.02,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.4337/cpld.2018.04.02""]"
crossref,10.1016/j.entcs.2011.10.020,Open and Closed Questions in Decision-making,https://doi.org/10.1016/j.entcs.2011.10.020,2011.0,open questions,container=Electronic Notes in Theoretical Computer Science | subjects=nan,https://doi.org/10.1016/j.entcs.2011.10.020,https://doi.org/10.1016/j.entcs.2011.10.020,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1016/j.entcs.2011.10.020""]"
crossref,10.1093/oso/9780198847977.003.0007,Open Questions on Balancing in the GDPR,https://doi.org/10.1093/oso/9780198847977.003.0007,2020.0,open questions,container=The Right to Erasure in EU Data Protection Law | subjects=nan,https://doi.org/10.1093/oso/9780198847977.003.0007,https://doi.org/10.1093/oso/9780198847977.003.0007,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1093/oso/9780198847977.003.0007""]"
crossref,10.1007/3-540-30434-7_4,Open Questions on the Mumford-Shah Functional,https://doi.org/10.1007/3-540-30434-7_4,,open questions,container=Mathematical Physics Studies | subjects=nan,https://doi.org/10.1007/3-540-30434-7_4,https://doi.org/10.1007/3-540-30434-7_4,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1007/3-540-30434-7_4""]"
crossref,10.4337/9781782541714.00016,ANNEX: PART ONE Responses to Open Questions,https://doi.org/10.4337/9781782541714.00016,2002.0,open questions,container=Visions of Development | subjects=nan,https://doi.org/10.4337/9781782541714.00016,https://doi.org/10.4337/9781782541714.00016,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.4337/9781782541714.00016""]"
crossref,10.1002/trtr.1218,Realizing the Promise of Open‐Ended Questions,https://doi.org/10.1002/trtr.1218,2013.0,open questions,container=The Reading Teacher | subjects=nan,https://doi.org/10.1002/trtr.1218,https://doi.org/10.1002/trtr.1218,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1002/trtr.1218""]"
crossref,10.1515/9781400849383.321,Epilogue: Seven Open Questions for Systems Biology,https://doi.org/10.1515/9781400849383.321,2013.0,open questions,container=Robustness and Evolvability in Living Systems | subjects=nan,https://doi.org/10.1515/9781400849383.321,https://doi.org/10.1515/9781400849383.321,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1515/9781400849383.321""]"
crossref,10.1007/978-3-031-18903-6_4,From Challenges to Opportunities and Open Questions,https://doi.org/10.1007/978-3-031-18903-6_4,2023.0,open questions,container=Challenges and Opportunities of mRNA Vaccines Against SARS-CoV-2 | subjects=nan,https://doi.org/10.1007/978-3-031-18903-6_4,https://doi.org/10.1007/978-3-031-18903-6_4,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1007/978-3-031-18903-6_4""]"
crossref,10.4161/cc.21888,Cdk7: Open questions beyond the prevailing model,https://doi.org/10.4161/cc.21888,2012.0,open questions,container=Cell Cycle | subjects=nan,https://doi.org/10.4161/cc.21888,https://doi.org/10.4161/cc.21888,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.4161/cc.21888""]"
crossref,10.1016/j.conb.2025.103067,"Renal interoception: form, function, and open questions",https://doi.org/10.1016/j.conb.2025.103067,2025.0,open questions,container=Current Opinion in Neurobiology | subjects=nan,https://doi.org/10.1016/j.conb.2025.103067,https://doi.org/10.1016/j.conb.2025.103067,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1016/j.conb.2025.103067""]"
crossref,10.1111/j.1749-6632.1998.tb09897.x,Mitochondrial Aging: Open Questions<sup>a</sup>,https://doi.org/10.1111/j.1749-6632.1998.tb09897.x,1998.0,open questions,container=Annals of the New York Academy of Sciences | subjects=nan,https://doi.org/10.1111/j.1749-6632.1998.tb09897.x,https://doi.org/10.1111/j.1749-6632.1998.tb09897.x,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1111/j.1749-6632.1998.tb09897.x""]"
crossref,10.5771/9783845273365-23,1. Interest groups success – many open questions,https://doi.org/10.5771/9783845273365-23,2016.0,open questions,container=Don't Steal My Steel | subjects=nan,https://doi.org/10.5771/9783845273365-23,https://doi.org/10.5771/9783845273365-23,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.5771/9783845273365-23""]"
crossref,10.1016/j.nuclphysa.2006.11.096,Open Questions in Quarkonium and Electromagnetic Probes,https://doi.org/10.1016/j.nuclphysa.2006.11.096,2007.0,open questions,container=Nuclear Physics A | subjects=nan,https://doi.org/10.1016/j.nuclphysa.2006.11.096,https://doi.org/10.1016/j.nuclphysa.2006.11.096,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1016/j.nuclphysa.2006.11.096""]"
crossref,10.2174/157488407780598144,Open Questions on Bioequivalence: An Updated Reappraisal,https://doi.org/10.2174/157488407780598144,2007.0,open questions,container=Current Clinical Pharmacology | subjects=nan,https://doi.org/10.2174/157488407780598144,https://doi.org/10.2174/157488407780598144,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.2174/157488407780598144""]"
crossref,10.5040/9798216982333.ch-013,Open Legal Questions Remaining after Iran-Contra,https://doi.org/10.5040/9798216982333.ch-013,1997.0,open questions,container=President Reagan and the World | subjects=nan,https://doi.org/10.5040/9798216982333.ch-013,https://doi.org/10.5040/9798216982333.ch-013,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.5040/9798216982333.ch-013""]"
crossref,10.1049/pbpc039e_ch9,"Conclusions: wrap-up, open questions and challenges",https://doi.org/10.1049/pbpc039e_ch9,2021.0,open questions,container=ReRAM-based Machine Learning | subjects=nan,https://doi.org/10.1049/pbpc039e_ch9,https://doi.org/10.1049/pbpc039e_ch9,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1049/pbpc039e_ch9""]"
crossref,10.1136/gut.2006.117135,Open questions in oesophageal adenocarcinogenesis: Figure 1,https://doi.org/10.1136/gut.2006.117135,2007.0,open questions,container=Gut | subjects=nan,https://doi.org/10.1136/gut.2006.117135,https://doi.org/10.1136/gut.2006.117135,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1136/gut.2006.117135""]"
crossref,10.1038/s42004-022-00630-6,Open questions on bonding involving lanthanide atoms,https://doi.org/10.1038/s42004-022-00630-6,2022.0,open questions,container=Communications Chemistry | subjects=nan,https://doi.org/10.1038/s42004-022-00630-6,https://doi.org/10.1038/s42004-022-00630-6,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1038/s42004-022-00630-6""]"
crossref,10.1063/1.4903704,The interactional foundations of MaxEnt: Open questions,https://doi.org/10.1063/1.4903704,2014.0,open questions,container=AIP Conference Proceedings | subjects=nan,https://doi.org/10.1063/1.4903704,https://doi.org/10.1063/1.4903704,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1063/1.4903704""]"
crossref,10.3389/fbioe.2020.00594,Agrin-Mediated Cardiac Regeneration: Some Open Questions,https://doi.org/10.3389/fbioe.2020.00594,2020.0,open questions,container=Frontiers in Bioengineering and Biotechnology | subjects=nan,https://doi.org/10.3389/fbioe.2020.00594,https://doi.org/10.3389/fbioe.2020.00594,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.3389/fbioe.2020.00594""]"
crossref,10.7551/mitpress/5236.003.0012,Open Questions About Computation in Cerebral Cortex,https://doi.org/10.7551/mitpress/5236.003.0012,1986.0,open questions,container=Parallel Distributed Processing | subjects=nan,https://doi.org/10.7551/mitpress/5236.003.0012,https://doi.org/10.7551/mitpress/5236.003.0012,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.7551/mitpress/5236.003.0012""]"
crossref,10.1075/tsl.111.c14,"Chapter 14. Conclusions, implications, and open questions",https://doi.org/10.1075/tsl.111.c14,2016.0,open questions,container=Typological Studies in Language | subjects=nan,https://doi.org/10.1075/tsl.111.c14,https://doi.org/10.1075/tsl.111.c14,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1075/tsl.111.c14""]"
crossref,10.1093/acrefore/9780190647926.013.6,Origins of Life: Open Questions and Debates,https://doi.org/10.1093/acrefore/9780190647926.013.6,2017.0,open questions,container=Oxford Research Encyclopedia of Planetary Science | subjects=nan,https://doi.org/10.1093/acrefore/9780190647926.013.6,https://doi.org/10.1093/acrefore/9780190647926.013.6,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1093/acrefore/9780190647926.013.6""]"
crossref,10.1007/s11818-013-0600-6,Open questions in sleep and memory research,https://doi.org/10.1007/s11818-013-0600-6,2013.0,open questions,container=Somnologie - Schlafforschung und Schlafmedizin | subjects=nan,https://doi.org/10.1007/s11818-013-0600-6,https://doi.org/10.1007/s11818-013-0600-6,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1007/s11818-013-0600-6""]"
crossref,10.22323/1.242.0009,"QGP Theory: Prospects, Challenges &amp; open Questions",https://doi.org/10.22323/1.242.0009,2017.0,open questions,container=Proceedings of 7th International Conference on Physics and Astrophysics of Quark Gluon Plasma — PoS(ICPAQGP2015) | subjects=nan,https://doi.org/10.22323/1.242.0009,https://doi.org/10.22323/1.242.0009,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.22323/1.242.0009""]"
crossref,10.1108/oxan-es289070,Argentina anti-terror arrests leave open questions,https://doi.org/10.1108/oxan-es289070,2024.0,open questions,container=Emerald Expert Briefings | subjects=nan,https://doi.org/10.1108/oxan-es289070,https://doi.org/10.1108/oxan-es289070,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1108/oxan-es289070""]"
crossref,10.9785/ovs-cri-2010-109,Keyword Advertising – Settled Points and Open Questions,https://doi.org/10.9785/ovs-cri-2010-109,2010.0,open questions,container=Computer Law Review International | subjects=nan,https://doi.org/10.9785/ovs-cri-2010-109,https://doi.org/10.9785/ovs-cri-2010-109,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.9785/ovs-cri-2010-109""]"
crossref,10.1016/j.mspro.2014.10.022,Open Scientific Questions about Nuclear Glass Corrosion,https://doi.org/10.1016/j.mspro.2014.10.022,2014.0,open questions,container=Procedia Materials Science | subjects=nan,https://doi.org/10.1016/j.mspro.2014.10.022,https://doi.org/10.1016/j.mspro.2014.10.022,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1016/j.mspro.2014.10.022""]"
crossref,10.1007/1345_2015_9,Global Reference Systems: Theory and Open Questions,https://doi.org/10.1007/1345_2015_9,2015.0,open questions,container=International Association of Geodesy Symposia | subjects=nan,https://doi.org/10.1007/1345_2015_9,https://doi.org/10.1007/1345_2015_9,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1007/1345_2015_9""]"
crossref,10.18438/eblip30867,Developing an OPEN Framework for Asking EBLIP Questions in Open Education,https://doi.org/10.18438/eblip30867,2026.0,open questions,container=Evidence Based Library and Information Practice | subjects=nan,https://doi.org/10.18438/eblip30867,https://doi.org/10.18438/eblip30867,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.18438/eblip30867""]"
crossref,10.5771/9781793634276-85,Chapter 5 Open Questions for Semiotic Creativity,https://doi.org/10.5771/9781793634276-85,2020.0,open questions,container=Language Creativity | subjects=nan,https://doi.org/10.5771/9781793634276-85,https://doi.org/10.5771/9781793634276-85,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.5771/9781793634276-85""]"
crossref,10.1145/3230697,Five big open questions in computing education,https://doi.org/10.1145/3230697,2018.0,open questions,container=ACM Inroads | subjects=nan,https://doi.org/10.1145/3230697,https://doi.org/10.1145/3230697,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1145/3230697""]"
crossref,10.17968/jcek.2008..19.009,Children’s God Concepts through Open-ended Questions,https://doi.org/10.17968/jcek.2008..19.009,2008.0,open questions,container=Journal of Christian Education in Korea | subjects=nan,https://doi.org/10.17968/jcek.2008..19.009,https://doi.org/10.17968/jcek.2008..19.009,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.17968/jcek.2008..19.009""]"
crossref,10.1007/978-3-642-23259-6_11,Open Questions Regarding the Arrow of Time,https://doi.org/10.1007/978-3-642-23259-6_11,2012.0,open questions,container=The Arrows of Time | subjects=nan,https://doi.org/10.1007/978-3-642-23259-6_11,https://doi.org/10.1007/978-3-642-23259-6_11,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1007/978-3-642-23259-6_11""]"
crossref,10.1080/13642810110043682,Heavy fermions: recent developments and open questions,https://doi.org/10.1080/13642810110043682,2001.0,open questions,container=Philosophical Magazine B | subjects=nan,https://doi.org/10.1080/13642810110043682,https://doi.org/10.1080/13642810110043682,doi,second_tier,crossref is DOI/landing-page first,heuristic,,"[""https://doi.org/10.1080/13642810110043682""]"
